customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total
2576-HXMPA,False,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),19.55,19.55
2577-GVSIL,False,male,0,yes,yes,35,yes,yes,dsl,no,no,no,yes,yes,yes,one year,yes,bank transfer (automatic),73.45,2661.1
2578-JQPHZ,False,male,0,no,no,44,yes,no,fiber optic,no,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),100.1,4378.35
2580-ASVVY,False,female,0,yes,no,37,no,no phone service,dsl,yes,no,no,yes,yes,no,two year,no,electronic check,45.4,1593.1
2580-ATZSQ,False,female,0,yes,yes,65,yes,no,dsl,yes,yes,yes,no,no,no,one year,no,bank transfer (automatic),61.35,3874.1
2581-VKIRT,False,female,0,yes,yes,59,yes,yes,dsl,yes,yes,no,yes,no,no,one year,no,mailed check,65.5,3801.3
2582-FFFZR,False,female,0,no,no,22,no,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,50.6,1073.3
2585-KTFRE,False,male,0,no,yes,1,yes,no,dsl,yes,yes,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),70.45,70.45
2586-CWXVV,False,male,0,yes,no,54,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,30.4,1621.35
2587-EKXTS,False,male,0,no,no,44,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,electronic check,111.5,4915.15
2587-YNLES,False,female,0,yes,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.1,100.35
2589-AYCRP,False,female,0,no,no,50,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.75,989.05
2592-HODOV,False,male,0,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.3,259.65
2592-SEIFQ,True,male,0,no,no,3,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,24.75,66.95
2592-YKDIF,False,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.35,20.35
2595-KIWPV,False,male,0,no,yes,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.7,509.3
2599-CIPQE,False,male,0,yes,yes,71,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),109.3,7782.85
2599-CZABP,False,male,0,yes,no,14,yes,no,dsl,no,no,no,no,no,no,one year,no,electronic check,44.6,641.25
2599-GTQWQ,,male,1,no,no,39,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),95.65,3759.05
2603-HVKCG,False,male,0,no,no,31,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,101.4,3143.65
2604-IJPDU,False,female,0,yes,no,20,yes,no,fiber optic,yes,yes,no,yes,yes,no,month-to-month,yes,electronic check,96.55,1901.65
2604-XVDAM,False,female,0,no,no,12,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),43.8,540.95
2606-PKWJB,False,male,0,no,yes,40,no,no phone service,dsl,yes,yes,no,yes,no,no,one year,no,mailed check,40.25,1564.05
2606-RMDHZ,True,male,0,no,no,6,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),30.5,208.7
2607-DHDAK,False,male,0,yes,yes,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.8,1414.65
2607-FBDFF,False,male,0,no,no,1,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,credit card (automatic),49.0,49
2608-BHKFN,True,female,0,no,no,4,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),70.05,266.9
2609-IAICY,True,female,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,77.15,77.15
2612-PHGOX,False,male,0,yes,no,64,yes,yes,dsl,no,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),76.1,4818.8
2612-RANWT,True,female,0,no,no,12,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),100.15,1164.3
2612-RRIDN,True,male,0,no,no,4,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,81.0,340.85
2615-YVMYX,False,male,1,yes,no,71,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,electronic check,107.5,7713.55
2616-FLVQC,False,male,0,no,no,64,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.55,1240.15
2616-UUTFK,False,male,0,yes,no,33,yes,yes,dsl,yes,yes,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),72.75,2447.45
2619-WFQWU,True,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.15,70.15
2621-UDNLU,False,female,0,yes,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.85,72
2623-DRYAM,False,female,0,yes,no,70,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,101.75,7069.3
2625-TRCZQ,False,female,0,yes,no,51,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,49.65,2553.35
2626-URJFX,True,male,0,yes,yes,4,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,50.9,225.6
2626-VEEWG,False,male,0,yes,yes,67,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.4,1284.2
2632-IVXVF,False,female,0,yes,yes,68,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,no,credit card (automatic),111.75,7511.3
2632-TACXW,False,female,0,yes,no,62,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),23.65,1416.75
2632-UCGVD,True,male,1,yes,no,66,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,credit card (automatic),100.05,6871.9
2634-HCZGT,True,male,1,yes,no,53,yes,yes,dsl,yes,no,no,yes,no,no,one year,yes,electronic check,60.05,3229.65
2636-ALXXZ,True,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.6,69.6
2636-OHFMN,True,male,0,yes,no,4,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,48.55,201
2636-SJDOU,False,male,0,no,no,64,yes,yes,fiber optic,yes,yes,no,no,no,no,one year,yes,credit card (automatic),84.3,5289.05
2637-FKFSY,False,female,0,yes,no,3,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,46.1,130.15
2639-UGMAZ,False,male,1,no,no,71,no,no phone service,dsl,yes,yes,no,no,yes,yes,one year,yes,electronic check,56.45,3985.35
2640-LYMOV,False,male,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.65,38.8
2640-PMGFL,True,male,0,no,yes,27,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,yes,electronic check,79.5,2180.55
2642-DTVCO,True,male,1,no,no,9,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.05,746.5
2642-MAWLJ,False,female,0,yes,yes,36,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.25,717.95
2642-NQSNM,,female,0,no,no,8,yes,no,dsl,yes,no,no,yes,no,no,one year,no,bank transfer (automatic),54.25,447.75
2645-QTLMB,True,male,0,no,no,7,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,94.25,669
2649-HWLYB,False,male,0,yes,no,65,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,no,bank transfer (automatic),76.15,4929.55
2650-GYRYL,False,male,0,yes,yes,33,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.45,600.25
2651-ZCBXV,False,male,0,no,no,54,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),108.0,5760.65
2654-VBVPB,False,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.9,19.9
2656-FMOKZ,True,female,1,no,no,15,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,74.45,1145.7
2656-TABEH,True,male,0,yes,no,4,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.2,420.2
2657-ALMWY,True,female,1,yes,no,26,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,no,electronic check,84.95,2169.75
2657-VPXTA,False,female,0,yes,yes,10,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,88.85,929.45
2659-VXMWZ,True,male,0,yes,yes,67,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,electronic check,111.3,7482.1
2660-EMUBI,True,male,1,no,no,10,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.35,898.35
2661-GKBTK,False,male,0,yes,yes,60,yes,no,dsl,no,yes,no,yes,yes,yes,two year,no,bank transfer (automatic),76.95,4543.95
2662-NNTDK,False,male,0,no,no,65,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),24.8,1600.95
2664-XJZNO,False,male,0,yes,yes,72,yes,no,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),104.9,7559.55
2665-NPTGL,False,female,1,yes,no,26,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),98.1,2510.7
2667-WYLWJ,True,female,0,yes,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,19.75,145
2668-TZSPS,False,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.45,20.45
2669-OIDSD,False,female,0,yes,no,48,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),100.05,4834
2669-QVCRG,False,female,0,no,no,41,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),81.3,3190.65
2672-DZUOY,True,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,25.15,25.15
2672-HUYVI,True,female,0,no,no,6,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,91.1,455.3
2672-OJQZP,False,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.75,44.75
2672-SXZJB,,female,0,yes,yes,56,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.8,1119.9
2672-TGEFF,False,female,0,yes,yes,37,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,88.8,3340.55
2673-CXQEU,False,female,1,no,no,56,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,no,electronic check,110.5,6139.5
2673-ZALNP,False,female,0,no,no,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.9,173.15
2674-MIAHT,False,female,0,no,no,4,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,80.3,324.2
2674-MLXMN,False,female,1,no,no,71,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),99.65,6951.15
2675-DHUTR,False,male,1,yes,no,58,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,98.9,5780.7
2675-IJRGJ,False,male,0,no,no,53,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.65,978
2675-OTVVJ,False,male,1,yes,no,31,yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,no,electronic check,89.45,2807.65
2676-ISHSF,False,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.3,20.3
2676-OXPPQ,False,male,0,no,no,6,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),55.7,335.65
2676-SSLTO,False,male,0,no,no,49,yes,yes,dsl,no,no,no,yes,yes,no,two year,yes,bank transfer (automatic),66.15,3199
2680-XKKNJ,False,female,0,no,no,8,yes,no,dsl,yes,yes,no,yes,no,no,one year,no,bank transfer (automatic),58.2,469.25
2682-KEVRP,False,female,1,no,no,22,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.05,417
2683-BPJSO,True,male,0,yes,no,29,yes,yes,fiber optic,yes,yes,no,no,no,no,month-to-month,yes,electronic check,84.45,2467.1
2683-JXWQQ,False,male,0,yes,yes,61,no,no phone service,dsl,yes,no,yes,no,no,no,month-to-month,no,bank transfer (automatic),33.6,2117.2
2684-EIWEO,True,female,1,no,no,30,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,no,credit card (automatic),91.7,2758.15
2685-SREOM,True,female,0,yes,yes,25,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,electronic check,89.1,2368.4
2688-BHGOG,False,male,1,no,no,9,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.55,718.55
2690-DVRVK,False,male,0,yes,yes,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,20.55,99.45
2691-NZETQ,True,male,0,no,no,9,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.35,758.6
2692-AQCPF,False,female,0,yes,no,65,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,credit card (automatic),108.05,7118.9
2692-BUCFV,False,male,1,no,no,29,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),101.45,2948.6
2692-PFYTJ,False,female,0,no,no,1,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,25.75,25.75
2694-CIUMO,False,female,0,no,no,12,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,yes,credit card (automatic),79.55,958.25
2696-ECXKC,False,female,0,yes,yes,55,yes,yes,fiber optic,yes,no,no,no,yes,yes,one year,no,mailed check,100.9,5448.6
2696-NARTR,True,male,0,no,no,11,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,yes,electronic check,73.85,926.25
2696-RZVZW,False,male,0,yes,no,68,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.05,1629.2
2697-NQBPF,False,male,0,no,no,34,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,electronic check,105.35,3540.65
2700-LUEVA,False,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),20.75,20.75
2703-AMTUL,False,male,0,yes,yes,36,yes,no,dsl,yes,yes,no,no,no,no,one year,no,mailed check,53.65,1939.35
2706-QZIHY,False,female,0,yes,no,15,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.2,387.9
2709-UQGNP,False,male,0,no,no,10,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,51.65,524.5
2710-WYVXG,False,female,0,no,no,3,yes,no,dsl,yes,yes,no,yes,no,yes,two year,no,mailed check,71.1,213.35
2712-SYWAY,False,female,0,no,no,1,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,25.7,25.7
2716-GFZOR,False,male,0,yes,no,43,yes,no,fiber optic,yes,yes,yes,no,no,no,month-to-month,yes,credit card (automatic),86.1,3551.65
2717-HVIZY,False,female,0,no,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.05,163.6
2718-GAXQD,True,female,1,yes,yes,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,46.0,181.6
2718-YSKCS,False,male,0,yes,yes,71,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),19.6,1387.45
2719-BDAQO,True,male,0,no,no,17,yes,no,fiber optic,yes,no,no,no,yes,yes,month-to-month,no,electronic check,93.85,1625.65
2720-FVBQP,False,female,0,yes,yes,6,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),48.95,273.25
2720-WGKHP,True,male,1,no,no,2,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.0,181.7
2722-JMONI,True,female,1,yes,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,49.55,49.55
2722-VOJQL,True,male,0,no,no,64,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,credit card (automatic),105.65,6903.1
2724-FJDYW,False,male,0,no,yes,39,no,no phone service,dsl,no,no,yes,yes,yes,yes,one year,no,bank transfer (automatic),54.85,2191.7
2725-IWWBA,False,male,0,yes,yes,46,yes,no,dsl,yes,no,yes,yes,no,no,one year,no,mailed check,56.9,2560.1
2725-KXXWT,True,male,0,yes,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,90.75,90.75
2725-TTRIQ,False,female,0,yes,yes,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),84.2,5986.55
2729-VNVAP,False,female,0,yes,yes,33,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.8,641.35
2731-GJRDG,False,female,0,no,no,32,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,bank transfer (automatic),109.55,3608
2732-ISEZX,False,female,0,no,no,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.5,104.3
2737-WFVYW,True,female,0,no,no,2,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,45.25,85.5
2737-YNGYW,True,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,80.55,184.1
2739-CACDQ,False,female,1,no,no,17,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),82.65,1470.05
2739-CCZMB,False,male,0,no,yes,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),20.35,122
2740-JFBOK,False,male,0,no,no,10,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,24.0,226.55
2740-TVLFN,False,male,0,no,no,1,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,50.15,50.15
2746-DIJLO,False,female,0,no,no,41,yes,yes,dsl,no,yes,no,no,no,no,one year,yes,credit card (automatic),56.3,2364
2748-MYRVK,True,female,0,no,no,63,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,no,bank transfer (automatic),99.9,6137
2749-CTKAJ,False,male,0,yes,yes,22,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.15,419.9
2750-BJLSB,False,female,0,no,no,47,yes,no,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,electronic check,103.7,4730.6
2753-JMMCV,False,male,0,no,no,65,yes,yes,dsl,no,yes,yes,yes,no,yes,two year,yes,credit card (automatic),74.2,4805.65
2754-SDJRD,False,female,1,no,no,8,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,credit card (automatic),100.15,908.55
2754-VDLTR,True,male,0,no,yes,10,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,95.2,930.4
2754-XBHTB,True,female,0,no,no,9,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),77.65,714.15
2758-RNWXS,False,male,0,no,no,35,yes,no,fiber optic,yes,no,no,yes,no,yes,one year,yes,electronic check,89.2,3251.3
2761-OCIAX,True,male,1,no,no,2,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.7,165.4
2761-XECQW,False,male,1,yes,no,8,no,no phone service,dsl,no,yes,yes,no,no,yes,month-to-month,yes,mailed check,43.35,371.4
2770-NSVDG,False,male,0,yes,no,24,no,no phone service,dsl,no,no,yes,no,no,no,month-to-month,no,electronic check,29.1,688
2773-MADBQ,False,female,0,no,no,36,no,no phone service,dsl,yes,yes,yes,yes,no,yes,two year,yes,mailed check,53.1,1901.25
2773-OVBPK,False,male,0,yes,no,67,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),111.3,7567.2
2774-LVQUS,True,female,1,yes,no,15,yes,yes,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,electronic check,83.05,1258.3
2775-SEFEE,False,male,0,no,yes,0,yes,yes,dsl,yes,yes,no,yes,no,no,two year,yes,bank transfer (automatic),61.9, 
2777-PHDEI,True,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,78.05,78.05
2778-OCLGR,True,male,1,yes,no,24,no,no phone service,dsl,yes,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),39.1,971.3
2782-JEEBU,False,male,0,no,no,21,no,no phone service,dsl,no,yes,no,yes,no,no,month-to-month,yes,mailed check,36.0,780.15
2782-LFZVW,False,female,0,no,no,11,yes,yes,dsl,no,no,no,no,no,yes,month-to-month,yes,mailed check,58.95,601.6
2786-GCDPI,False,female,1,no,no,50,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,104.95,5222.35
2788-CJQAQ,False,male,0,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.45,270.2
2789-CZANW,False,female,0,yes,yes,64,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,no,bank transfer (automatic),110.3,6997.3
2789-HQBOU,False,male,0,no,no,3,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,80.35,253.8
2790-XUYMV,False,male,0,no,yes,71,yes,yes,fiber optic,yes,yes,no,no,no,no,one year,yes,credit card (automatic),85.45,6028.95
2791-SFVEW,False,female,0,no,no,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),20.15,238.15
2792-LSHWX,False,female,0,no,no,1,yes,no,fiber optic,yes,yes,no,yes,no,no,month-to-month,yes,mailed check,83.4,83.4
2792-VPPET,False,male,0,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,20.5,76.95
2794-XIMMO,True,male,0,yes,no,53,no,no phone service,dsl,no,yes,yes,yes,yes,yes,one year,yes,electronic check,60.45,3184.25
2796-NNUFI,False,female,0,yes,yes,46,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.95,927.1
2796-UUZZO,False,male,0,yes,yes,63,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,credit card (automatic),80.3,4896.35
2798-NYLMZ,False,male,0,yes,no,71,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),108.55,7616
2799-ARNLO,False,female,1,yes,no,5,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.35,341.6
2799-TSLAG,False,female,0,yes,yes,65,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),25.3,1748.55
2800-QQUSO,False,male,0,no,no,42,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,100.3,4222.95
2800-VEQXM,False,female,0,no,no,3,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,mailed check,74.75,238.1
2801-NISEI,False,male,0,no,no,24,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,electronic check,54.95,1348.5
2804-ETQDK,False,male,0,no,yes,66,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.55,1357.1
2805-AUFQN,False,female,0,no,no,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.8,475.2
2805-EDJPQ,False,female,0,yes,yes,56,yes,yes,fiber optic,no,yes,yes,yes,no,yes,one year,yes,credit card (automatic),99.75,5608.4
2806-MLNTI,False,male,1,yes,no,52,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),105.1,5376.4
2808-CHTDM,False,female,0,yes,yes,23,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.1,611.45
2809-ILCYT,False,female,0,yes,no,25,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,26.8,733.55
2809-ZMYOQ,False,female,0,no,no,32,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,101.35,3334.9
2810-FTLEM,True,female,0,no,no,16,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,50.15,762.25
2811-POVEX,False,female,1,yes,yes,23,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),88.45,2130.55
2812-ENYMO,False,male,0,no,no,26,no,no phone service,dsl,yes,no,no,yes,yes,yes,one year,no,credit card (automatic),54.55,1362.85
2812-REYAT,False,female,0,yes,no,49,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),20.05,923.1
2812-SFXMJ,False,male,0,no,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.05,20.05
2815-CPTUL,True,male,1,no,no,5,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.25,331.9
2817-LVCPP,False,female,0,no,no,50,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.4,1023.95
2817-NTQDO,True,male,0,no,no,13,no,no phone service,dsl,yes,no,no,yes,yes,no,month-to-month,yes,credit card (automatic),45.55,597
2819-GWENI,False,female,0,yes,yes,28,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.9,543
2821-WARNZ,False,female,0,no,yes,49,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.45,921.3
2823-LKABH,False,female,0,no,no,18,yes,yes,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,bank transfer (automatic),95.05,1679.4
2824-DXNKN,False,female,0,yes,yes,72,yes,yes,dsl,yes,no,yes,no,yes,no,two year,yes,bank transfer (automatic),71.45,5025.85
2824-MYYBN,False,female,0,yes,yes,37,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.25,3314.15
