customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total,Contas_Diarias
2418-TPEUN,False,female,0,yes,yes,56,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.8,1119.9,0.66
2419-FSORS,False,male,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,electronic check,108.4,7719.5,3.61
2424-GXJQO,,female,0,no,no,3,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,no,electronic check,57.55,161.45,1.92
2424-WVHPL,False,male,1,no,no,1,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,no,electronic check,74.7,74.7,2.49
2428-HYUNX,False,male,1,yes,no,44,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.35,847.25,0.64
2428-ZMCTB,False,male,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),19.75,208.25,0.66
2429-AYKKO,False,male,0,no,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.85,1434.1,0.66
2430-RRYUW,False,male,0,no,no,66,yes,no,dsl,yes,yes,no,no,no,no,one year,yes,mailed check,54.8,3465.7,1.83
2430-USGXP,True,male,0,yes,no,24,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,101.05,2391.8,3.37
2432-TFSMK,False,male,0,no,no,18,yes,yes,fiber optic,no,no,yes,no,yes,no,one year,yes,credit card (automatic),89.6,1633,2.99
2433-KMEAS,True,male,0,no,no,22,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,54.45,1127.35,1.82
2434-EEVDB,False,female,0,yes,no,64,yes,yes,fiber optic,yes,no,yes,no,yes,no,two year,yes,credit card (automatic),94.6,5948.7,3.15
2436-QBZFP,False,female,0,yes,yes,22,no,no phone service,dsl,no,yes,no,no,yes,no,month-to-month,no,electronic check,39.2,849.9,1.31
2439-LYPMQ,False,male,1,yes,no,38,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,102.6,4009.2,3.42
2439-QKJUL,False,male,0,no,no,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.25,109.8,0.68
2446-BEGGB,True,female,1,no,no,6,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,98.25,560.6,3.28
2446-PLQVO,True,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.3,70.3,2.34
2446-ZKVAF,False,male,0,yes,no,18,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,credit card (automatic),56.8,1074.65,1.89
2450-ZKEED,False,female,0,no,no,11,yes,no,dsl,no,no,yes,yes,no,no,one year,no,bank transfer (automatic),53.8,651.55,1.79
2451-YMUXS,False,male,1,no,no,67,yes,yes,dsl,yes,yes,no,yes,no,no,two year,yes,bank transfer (automatic),64.55,4250.1,2.15
2452-KDRRH,False,male,1,no,no,67,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),101.4,6841.05,3.38
2452-MRMZF,False,female,1,yes,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.7,1937.4,0.86
2452-SNHFZ,False,female,0,no,no,47,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,credit card (automatic),75.45,3545.1,2.52
2453-SAFNS,False,female,1,no,no,54,yes,yes,dsl,no,yes,no,yes,yes,no,one year,no,mailed check,72.1,3886.05,2.4
2454-RPBRZ,True,female,1,yes,no,12,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,98.1,1060.2,3.27
2455-USLMV,False,female,0,no,no,31,yes,yes,fiber optic,yes,no,yes,no,no,no,month-to-month,yes,credit card (automatic),84.75,2613.4,2.82
2458-EOMRE,False,female,0,no,no,11,yes,no,dsl,yes,no,yes,no,no,yes,month-to-month,no,bank transfer (automatic),64.05,733.95,2.13
2460-FPSYH,True,female,1,no,no,40,no,no phone service,dsl,yes,yes,no,no,yes,yes,month-to-month,yes,electronic check,55.8,2109.35,1.86
2460-NGXBJ,False,male,1,yes,yes,11,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),75.2,775.3,2.51
2462-XIIJB,True,male,0,no,no,5,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,92.5,452.7,3.08
2465-BLLEU,False,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.75,19.75,0.66
2466-FCCPT,False,female,0,yes,yes,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.7,395.6,0.66
2466-NEJOJ,False,male,0,yes,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),19.65,169.75,0.65
2468-SJFLM,False,male,0,no,no,1,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,yes,mailed check,74.3,74.3,2.48
2469-DTSGX,False,female,1,no,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,no,electronic check,111.65,7943.45,3.72
2472-OVKUP,True,male,0,yes,no,6,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,91.0,531,3.03
2474-BRUCM,True,male,1,yes,no,40,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,no,electronic check,101.85,4086.3,3.4
2474-LCNUE,False,female,0,yes,no,23,yes,yes,dsl,no,no,no,yes,yes,yes,month-to-month,yes,credit card (automatic),73.65,1642.75,2.46
2475-MROZF,False,male,0,no,no,30,yes,yes,fiber optic,yes,yes,yes,yes,no,no,month-to-month,yes,credit card (automatic),95.0,2852.4,3.17
2476-YGEFM,False,female,0,no,no,29,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),76.0,2215.25,2.53
2478-EEWWM,False,male,0,yes,no,59,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,44.3,2666.75,1.48
2479-BRAMR,True,male,1,yes,no,41,yes,yes,fiber optic,yes,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),83.75,3273.55,2.79
2480-EJWYP,False,female,1,yes,no,58,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,yes,bank transfer (automatic),97.8,5458.8,3.26
2480-JZOSN,False,female,0,yes,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.65,20.65,0.69
2480-SQIOB,False,male,0,yes,yes,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,44.8,169.65,1.49
2481-SBOYW,False,female,0,no,yes,61,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.0,1498.35,0.83
2482-CZGBB,True,male,0,no,no,10,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.0,740,2.33
2483-XSSMZ,False,female,0,no,no,39,yes,no,dsl,yes,no,no,no,no,no,one year,yes,electronic check,47.85,1886.4,1.6
2484-DGXPZ,True,female,0,yes,yes,31,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.55,658.95,0.65
2485-ITVKB,True,female,0,yes,no,2,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,35.1,68.75,1.17
2486-WYVVE,False,male,0,yes,no,31,yes,yes,dsl,no,no,yes,yes,yes,yes,one year,yes,mailed check,79.3,2484,2.64
2495-INZWQ,True,male,0,no,no,4,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,44.55,174.3,1.48
2495-KZNFB,False,female,0,no,no,33,yes,yes,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,electronic check,90.65,2989.6,3.02
2495-TTHBQ,False,female,0,no,yes,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.4,84.75,0.68
2498-XLDZR,False,female,0,yes,yes,32,yes,no,dsl,yes,yes,yes,yes,no,yes,two year,no,mailed check,73.6,2316.85,2.45
2499-AJYUA,False,female,1,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),110.8,7882.25,3.69
2501-XWWTZ,False,male,0,no,no,11,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.2,760.05,2.34
2504-DSHIH,False,male,1,yes,no,23,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,86.8,1975.85,2.89
2506-CLAKW,True,female,0,no,no,6,yes,no,fiber optic,yes,yes,yes,yes,no,yes,month-to-month,yes,bank transfer (automatic),98.15,567.45,3.27
2506-TNFCO,True,female,1,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.55,69.55,2.32
2507-QZPQS,False,male,0,no,no,15,yes,yes,fiber optic,no,yes,no,yes,no,yes,month-to-month,no,electronic check,95.7,1451.1,3.19
2508-QJJFP,,male,0,no,yes,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.55,1013.05,0.68
2509-TFPJU,False,male,0,yes,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.75,1864.2,0.86
2511-ALLCS,False,female,0,yes,yes,35,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.3,821.6,0.81
2511-MORQY,False,male,0,yes,yes,50,yes,yes,dsl,no,no,yes,no,no,no,one year,no,bank transfer (automatic),54.9,2614.1,1.83
2514-GINMM,True,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.5,79.5,2.65
2516-VQRRV,True,female,1,no,no,2,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,75.45,158.4,2.52
2516-XSJKX,False,female,0,yes,yes,41,yes,no,dsl,yes,yes,no,yes,yes,yes,two year,no,electronic check,78.45,3126.45,2.62
2519-ERQOJ,False,male,1,no,no,33,no,no phone service,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,54.6,1803.7,1.82
2519-FAKOD,True,male,0,no,yes,38,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),99.25,3777.15,3.31
2519-LBNQL,False,male,1,yes,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,104.35,6339.45,3.48
2519-TWKFS,False,male,0,yes,yes,25,yes,yes,dsl,no,no,no,yes,no,no,one year,yes,mailed check,55.1,1466.1,1.84
2520-SGTTA,False,female,0,yes,yes,0,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.0, ,0.67
2521-NPUZR,False,male,0,yes,no,70,yes,no,fiber optic,yes,yes,yes,yes,no,yes,two year,no,credit card (automatic),101.0,7085.5,3.37
2522-AHJXR,False,male,0,yes,no,60,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),109.45,6572.85,3.65
2522-WLNSF,False,female,1,yes,no,34,yes,no,dsl,no,no,yes,yes,yes,no,one year,no,bank transfer (automatic),64.2,2106.3,2.14
2523-EWWZL,False,female,0,yes,no,27,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,76.1,2093.4,2.54
2525-GVKQU,False,female,0,no,no,60,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.6,1093,0.69
2528-HFYZX,True,male,1,yes,no,17,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,76.45,1233.4,2.55
2530-ENDWQ,True,female,0,yes,no,71,yes,yes,fiber optic,no,no,no,no,yes,yes,two year,yes,bank transfer (automatic),93.7,6585.35,3.12
2530-FMFXO,False,male,0,yes,yes,56,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,yes,electronic check,103.2,5873.75,3.44
2533-QVMSK,True,male,0,yes,no,61,yes,yes,fiber optic,no,yes,no,yes,yes,no,two year,yes,electronic check,94.1,5638.3,3.14
2533-TIBIX,False,male,0,yes,yes,15,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),30.2,469.65,1.01
2535-PBCGC,False,female,0,yes,no,70,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),64.55,4504.9,2.15
2538-OIMXF,False,female,0,no,yes,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,24.7,24.7,0.82
2541-YGPKE,False,male,0,yes,yes,42,yes,no,dsl,yes,no,no,yes,no,yes,one year,no,credit card (automatic),63.7,2763.35,2.12
2542-HYGIQ,False,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),19.95,19.95,0.66
2545-EBUPK,False,female,1,no,no,2,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.05,186.05,2.8
2545-LXYVJ,False,male,0,yes,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.7,1492.1,0.69
2546-KZAAT,False,male,0,yes,no,52,yes,no,dsl,yes,yes,no,no,yes,yes,one year,yes,mailed check,75.4,3865.45,2.51
2550-AEVRU,False,female,0,yes,yes,57,yes,no,dsl,yes,yes,no,no,no,no,one year,no,electronic check,53.45,3053,1.78
2550-QHZGP,False,male,0,no,no,7,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.5,128.6,0.65
2550-ZQZPP,,male,1,yes,no,7,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.4,533.05,2.51
2558-BUOZZ,False,male,0,no,no,47,yes,yes,fiber optic,yes,yes,no,no,yes,no,one year,no,bank transfer (automatic),94.8,4535.85,3.16
2560-PPCHE,False,female,0,no,no,65,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,bank transfer (automatic),105.05,6744.25,3.5
2560-QTSBS,False,female,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),23.3,1623.15,0.78
2560-WBWXF,False,male,0,no,no,68,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.15,1498.85,0.8
2565-JSLRY,True,male,0,no,no,1,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,24.05,24.05,0.8
2568-BRGYX,True,male,0,no,no,4,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.2,237.95,2.34
2568-OIADY,True,female,0,yes,no,37,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.5,3762,3.32
2569-WGERO,False,female,0,no,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),21.15,1419.4,0.7
2573-GYRUU,False,male,1,yes,no,48,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),91.05,4370.75,3.03
2575-EAMDV,,female,0,no,no,35,yes,no,fiber optic,no,no,yes,yes,yes,yes,one year,yes,electronic check,99.25,3532,3.31
2575-GFSOE,True,female,0,yes,yes,7,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.0,506.9,2.3
2576-HXMPA,False,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),19.55,19.55,0.65
2577-GVSIL,False,male,0,yes,yes,35,yes,yes,dsl,no,no,no,yes,yes,yes,one year,yes,bank transfer (automatic),73.45,2661.1,2.45
2578-JQPHZ,False,male,0,no,no,44,yes,no,fiber optic,no,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),100.1,4378.35,3.34
2580-ASVVY,False,female,0,yes,no,37,no,no phone service,dsl,yes,no,no,yes,yes,no,two year,no,electronic check,45.4,1593.1,1.51
2580-ATZSQ,False,female,0,yes,yes,65,yes,no,dsl,yes,yes,yes,no,no,no,one year,no,bank transfer (automatic),61.35,3874.1,2.04
2581-VKIRT,False,female,0,yes,yes,59,yes,yes,dsl,yes,yes,no,yes,no,no,one year,no,mailed check,65.5,3801.3,2.18
2582-FFFZR,False,female,0,no,no,22,no,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,50.6,1073.3,1.69
2585-KTFRE,False,male,0,no,yes,1,yes,no,dsl,yes,yes,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),70.45,70.45,2.35
2586-CWXVV,False,male,0,yes,no,54,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,30.4,1621.35,1.01
2587-EKXTS,False,male,0,no,no,44,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,electronic check,111.5,4915.15,3.72
2587-YNLES,False,female,0,yes,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.1,100.35,0.67
2589-AYCRP,False,female,0,no,no,50,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.75,989.05,0.66
2592-HODOV,False,male,0,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.3,259.65,0.64
2592-SEIFQ,True,male,0,no,no,3,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,24.75,66.95,0.82
2592-YKDIF,False,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.35,20.35,0.68
2595-KIWPV,False,male,0,no,yes,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.7,509.3,0.66
2599-CIPQE,False,male,0,yes,yes,71,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),109.3,7782.85,3.64
2599-CZABP,False,male,0,yes,no,14,yes,no,dsl,no,no,no,no,no,no,one year,no,electronic check,44.6,641.25,1.49
2599-GTQWQ,,male,1,no,no,39,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),95.65,3759.05,3.19
2603-HVKCG,False,male,0,no,no,31,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,101.4,3143.65,3.38
2604-IJPDU,False,female,0,yes,no,20,yes,no,fiber optic,yes,yes,no,yes,yes,no,month-to-month,yes,electronic check,96.55,1901.65,3.22
2604-XVDAM,False,female,0,no,no,12,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),43.8,540.95,1.46
2606-PKWJB,False,male,0,no,yes,40,no,no phone service,dsl,yes,yes,no,yes,no,no,one year,no,mailed check,40.25,1564.05,1.34
2606-RMDHZ,True,male,0,no,no,6,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),30.5,208.7,1.02
2607-DHDAK,False,male,0,yes,yes,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.8,1414.65,0.66
2607-FBDFF,False,male,0,no,no,1,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,credit card (automatic),49.0,49,1.63
2608-BHKFN,True,female,0,no,no,4,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),70.05,266.9,2.34
2609-IAICY,True,female,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,77.15,77.15,2.57
2612-PHGOX,False,male,0,yes,no,64,yes,yes,dsl,no,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),76.1,4818.8,2.54
2612-RANWT,True,female,0,no,no,12,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),100.15,1164.3,3.34
2612-RRIDN,True,male,0,no,no,4,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,81.0,340.85,2.7
2615-YVMYX,False,male,1,yes,no,71,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,electronic check,107.5,7713.55,3.58
2616-FLVQC,False,male,0,no,no,64,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.55,1240.15,0.65
2616-UUTFK,False,male,0,yes,no,33,yes,yes,dsl,yes,yes,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),72.75,2447.45,2.42
2619-WFQWU,True,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.15,70.15,2.34
2621-UDNLU,False,female,0,yes,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.85,72,0.7
2623-DRYAM,False,female,0,yes,no,70,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,101.75,7069.3,3.39
2625-TRCZQ,False,female,0,yes,no,51,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,49.65,2553.35,1.66
2626-URJFX,True,male,0,yes,yes,4,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,50.9,225.6,1.7
2626-VEEWG,False,male,0,yes,yes,67,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.4,1284.2,0.65
2632-IVXVF,False,female,0,yes,yes,68,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,no,credit card (automatic),111.75,7511.3,3.72
2632-TACXW,False,female,0,yes,no,62,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),23.65,1416.75,0.79
2632-UCGVD,True,male,1,yes,no,66,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,credit card (automatic),100.05,6871.9,3.34
2634-HCZGT,True,male,1,yes,no,53,yes,yes,dsl,yes,no,no,yes,no,no,one year,yes,electronic check,60.05,3229.65,2.0
2636-ALXXZ,True,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.6,69.6,2.32
2636-OHFMN,True,male,0,yes,no,4,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,48.55,201,1.62
2636-SJDOU,False,male,0,no,no,64,yes,yes,fiber optic,yes,yes,no,no,no,no,one year,yes,credit card (automatic),84.3,5289.05,2.81
2637-FKFSY,False,female,0,yes,no,3,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,46.1,130.15,1.54
2639-UGMAZ,False,male,1,no,no,71,no,no phone service,dsl,yes,yes,no,no,yes,yes,one year,yes,electronic check,56.45,3985.35,1.88
2640-LYMOV,False,male,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.65,38.8,0.65
2640-PMGFL,True,male,0,no,yes,27,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,yes,electronic check,79.5,2180.55,2.65
2642-DTVCO,True,male,1,no,no,9,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.05,746.5,2.84
2642-MAWLJ,False,female,0,yes,yes,36,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.25,717.95,0.68
2642-NQSNM,,female,0,no,no,8,yes,no,dsl,yes,no,no,yes,no,no,one year,no,bank transfer (automatic),54.25,447.75,1.81
2645-QTLMB,True,male,0,no,no,7,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,94.25,669,3.14
2649-HWLYB,False,male,0,yes,no,65,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,no,bank transfer (automatic),76.15,4929.55,2.54
2650-GYRYL,False,male,0,yes,yes,33,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.45,600.25,0.65
2651-ZCBXV,False,male,0,no,no,54,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),108.0,5760.65,3.6
2654-VBVPB,False,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.9,19.9,0.66
2656-FMOKZ,True,female,1,no,no,15,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,74.45,1145.7,2.48
2656-TABEH,True,male,0,yes,no,4,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.2,420.2,3.34
2657-ALMWY,True,female,1,yes,no,26,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,no,electronic check,84.95,2169.75,2.83
2657-VPXTA,False,female,0,yes,yes,10,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,88.85,929.45,2.96
2659-VXMWZ,True,male,0,yes,yes,67,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,electronic check,111.3,7482.1,3.71
2660-EMUBI,True,male,1,no,no,10,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.35,898.35,3.18
2661-GKBTK,False,male,0,yes,yes,60,yes,no,dsl,no,yes,no,yes,yes,yes,two year,no,bank transfer (automatic),76.95,4543.95,2.56
2662-NNTDK,False,male,0,no,no,65,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),24.8,1600.95,0.83
2664-XJZNO,False,male,0,yes,yes,72,yes,no,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),104.9,7559.55,3.5
2665-NPTGL,False,female,1,yes,no,26,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),98.1,2510.7,3.27
2667-WYLWJ,True,female,0,yes,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,19.75,145,0.66
2668-TZSPS,False,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.45,20.45,0.68
2669-OIDSD,False,female,0,yes,no,48,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),100.05,4834,3.34
2669-QVCRG,False,female,0,no,no,41,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),81.3,3190.65,2.71
2672-DZUOY,True,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,25.15,25.15,0.84
2672-HUYVI,True,female,0,no,no,6,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,91.1,455.3,3.04
2672-OJQZP,False,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.75,44.75,1.49
